Study,Author,Biome,Ecosystem_type,Ecosystem_state,Study_midyear,YearsOfData,CO2_method,Rs_annual,LU_AT,LU_AP,LU_MAT,LU_MAP,LU_LAI,LU_NDEP,T_anomaly,P_anomaly
1850,McDowell,Temperate,Forest,Natural,1996.5,1.3,IRGA,856,1.475,538.75,2.28,463.87,3.7,376.769989,-0.805,74.88
1850,McDowell,Temperate,Forest,Natural,1996.5,1.3,IRGA,849,1.475,538.75,2.28,463.87,3.7,376.769989,-0.805,74.88
2441,Schwendenmann,Tropical,Forest,Natural,1998.5,1,IRGA,1070,26.965,4274.1,26.26,4759.53,3.1,406.470001,0.705,-485.43
2441,Schwendenmann,Tropical,Forest,Natural,1998.5,1,IRGA,1480,26.965,4274.1,26.26,4759.53,3.1,406.470001,0.705,-485.43
2441,Schwendenmann,Tropical,Forest,Natural,1999.5,1,IRGA,1060,26.555,4237.5,26.26,4759.53,3.1,406.470001,0.295,-522.03
2441,Schwendenmann,Tropical,Forest,Natural,1999.5,1,IRGA,1450,26.555,4237.5,26.26,4759.53,3.1,406.470001,0.295,-522.03
3729,Asensio,Temperate,Forest,Natural,2003.5,1,IRGA,859,13.99,565.3,13.39,461.59,2.1,578.340027,0.6,103.71
3729,Asensio,Temperate,Forest,Natural,2004.5,1,IRGA,397,13.61,491.7,13.39,461.59,2.1,578.340027,0.22,30.11
3733,Ball,Temperate,Forest,Managed,2001,1,Gas chromotography,213,7.92,669,7.82,849.77,3,608.73999,0.1,-180.77
3733,Ball,Temperate,Forest,Managed,2001,1,Gas chromotography,608,7.92,669,7.82,849.77,3,608.73999,0.1,-180.77
3733,Ball,Temperate,Forest,Managed,2001,1,Gas chromotography,709,7.92,669,7.82,849.77,3,608.73999,0.1,-180.77
3733,Ball,Temperate,Grassland,Managed,2001,1,Gas chromotography,1522,7.92,669,7.82,849.77,3,608.73999,0.1,-180.77
3733,Ball,Temperate,Forest,Managed,2002,1,Gas chromotography,275,8.46,1030.7,7.82,849.77,3,608.73999,0.64,180.93
3733,Ball,Temperate,Forest,Managed,2002,1,Gas chromotography,371,8.46,1030.7,7.82,849.77,3,608.73999,0.64,180.93
3733,Ball,Temperate,Forest,Managed,2002,1,Gas chromotography,646,8.46,1030.7,7.82,849.77,3,608.73999,0.64,180.93
3733,Ball,Temperate,Grassland,Managed,2002,1,Gas chromotography,903,8.46,1030.7,7.82,849.77,3,608.73999,0.64,180.93
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,373,5.4,1112.5,5.16,1246.05,2.5,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,599,5.4,1112.5,5.16,1246.05,2.6,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,471,5.4,1112.5,5.16,1246.05,2.6,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,479,5.4,1112.5,5.16,1246.05,2.6,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,495,5.4,1112.5,5.16,1246.05,2.6,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,699,5.4,1112.5,5.16,1246.05,2.6,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,448,5.4,1112.5,5.16,1246.05,2.5,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,449,5.4,1112.5,5.16,1246.05,2.6,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,540,5.4,1112.5,5.16,1246.05,2.5,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,451,5.4,1112.5,5.16,1246.05,2.6,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,351,5.4,1112.5,5.16,1246.05,2.6,201.529999,0.24,-133.55
3877,Irvine,Temperate,Forest,Natural,2004.5,2,IRGA,468,5.4,1112.5,5.16,1246.05,2.6,201.529999,0.24,-133.55
3885,Jassal,Temperate,Forest,Natural,2003,1,IRGA,932,5,1488.3,4.03,1475.68,5.6,368.100006,0.97,12.62
3885,Jassal,Temperate,Forest,Natural,2004,1,IRGA,1016,5.94,1415.8,4.03,1475.68,5.6,368.100006,1.91,-59.88
3885,Jassal,Temperate,Forest,Natural,2005,1,IRGA,994,5.33,1496.1,4.03,1475.68,5.6,368.100006,1.3,20.42
3907,Kellman,Temperate,Forest,Natural,2002,1,IRGA,342,5.03,1287,5.06,1451.97,4,393.109985,-0.03,-164.97
3907,Kellman,Temperate,Grassland,Managed,2002,1,IRGA,517,5.03,1287,5.06,1451.97,4,393.109985,-0.03,-164.97
3907,Kellman,Temperate,Forest,Natural,2002,1,IRGA,219,5.03,1287,5.06,1451.97,4,393.109985,-0.03,-164.97
3907,Kellman,Temperate,Grassland,Managed,2002,1,IRGA,533,5.03,1287,5.06,1451.97,4,393.109985,-0.03,-164.97
3907,Kellman,Temperate,Forest,Natural,2003,1,IRGA,245,4.74,1262.7,5.06,1451.97,4,393.109985,-0.32,-189.27
3907,Kellman,Temperate,Grassland,Managed,2003,1,IRGA,366,4.74,1262.7,5.06,1451.97,4,393.109985,-0.32,-189.27
3907,Kellman,Temperate,Forest,Natural,2003,1,IRGA,305,4.74,1262.7,5.06,1451.97,4,393.109985,-0.32,-189.27
3907,Kellman,Temperate,Grassland,Managed,2003,1,IRGA,440,4.74,1262.7,5.06,1451.97,4,393.109985,-0.32,-189.27
3908,Kim,Boreal,Forest,Natural,2004.5,1,Gas chromotography,213,-1.44,222.9,-2.71,309.92,5,59.119999,1.27,-87.02
3976,Martin,Temperate,Forest,Natural,2005,1,IRGA,1470,13.28,754.9,13.12,769.03,6,514.929993,0.16,-14.13
3976,Martin,Temperate,Forest,Natural,2005,1,IRGA,1020,13.28,754.9,13.12,769.03,6,514.929993,0.16,-14.13
3976,Martin,Temperate,Forest,Natural,2005,1,IRGA,861,13.28,754.9,13.12,769.03,6,514.929993,0.16,-14.13
4003,Ngao,Temperate,Forest,Natural,2004.5,1,IRGA,528,9.08,770.75,8.45,838.76,3.4,1862.900024,0.63,-68.01
4003,Ngao,Temperate,Forest,Natural,2004.5,1,IRGA,527,9.08,770.75,8.45,838.76,3.4,1862.900024,0.63,-68.01
4013,Ohashi,Temperate,Forest,Managed,1997.5,1,IRGA,468,15.005,2019.95,14.23,1836.25,4.9,833.049988,0.775,183.7
4016,Ohkubo,Temperate,Forest,Unmanaged,2003,1,IRGA,714,13.55,1812.1,13.25,1525.23,3.3,717.609985,0.3,286.87
4016,Ohkubo,Temperate,Forest,Unmanaged,2004,1,IRGA,714,14.51,1684.7,13.25,1525.23,3.3,717.609985,1.26,159.47
4063,Sampson,Temperate,Forest,Unmanaged,2001,1,IRGA,840,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
4063,Sampson,Temperate,Forest,Unmanaged,2001,1,IRGA,970,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
4063,Sampson,Temperate,Forest,Unmanaged,2001,1,IRGA,910,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
4063,Sampson,Temperate,Forest,Unmanaged,2001,1,IRGA,410,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
4063,Sampson,Temperate,Forest,Unmanaged,2001,1,IRGA,510,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
4063,Sampson,Temperate,Forest,Unmanaged,2001,1,IRGA,570,10.72,1018.5,9.84,802.59,3.1,3531.889893,0.88,215.91
4085,Sotta,Tropical,Forest,Natural,2002.5,1,IRGA,1627,27.095,2028.95,26.97,2313.01,6,476.190002,0.125,-284.06
4121,Van Miegroet,Temperate,Forest,Natural,2003,2,IRGA,179,10.92,1434.4,10.4,1260.13,4.1,1032.109985,0.52,174.27
4121,Van Miegroet,Temperate,Forest,Natural,2003,2,IRGA,164,10.92,1434.4,10.4,1260.13,4.1,1032.109985,0.52,174.27
4121,Van Miegroet,Temperate,Forest,Natural,2003,2,IRGA,137,10.92,1434.4,10.4,1260.13,4.1,1032.109985,0.52,174.27
4121,Van Miegroet,Temperate,Forest,Natural,2003,2,IRGA,100,10.92,1434.4,10.4,1260.13,4.1,1032.109985,0.52,174.27
1932,Xu,Temperate,Forest,Managed,1998.5,1,IRGA,1446,11.65,1223.95,12.51,980.83,2.9,538.330017,-0.86,243.12
1956,Bremer,Temperate,Grassland,Natural,1997,1,IRGA,1342,11.9,705.1,12.64,826.14,3.7,1113.040039,-0.74,-121.04
2065,Lee,Temperate,Forest,Natural,1999,1,IRGA,754,10.12,1974.5,9.6,1805.27,4.3,894.75,0.52,169.23
2065,Lee,Temperate,Forest,Natural,2000,1,IRGA,849,9.97,1743,9.6,1805.27,4.3,894.75,0.37,-62.27
2133,Risk,Temperate,Grassland,Managed,2000.5,1,Gas chromotography,290,6.005,1005.6,5.06,1451.97,4,393.109985,0.945,-446.37
2133,Risk,Temperate,Forest,Natural,2000.5,1,Gas chromotography,280,6.005,1005.6,5.06,1451.97,4,393.109985,0.945,-446.37
2133,Risk,Temperate,Grassland,Managed,2000.5,1,Gas chromotography,340,6.005,1005.6,5.06,1451.97,4,393.109985,0.945,-446.37
2133,Risk,Temperate,Forest,Natural,2000.5,1,Gas chromotography,220,6.005,1005.6,5.06,1451.97,4,393.109985,0.945,-446.37
2241,Chen,Tropical,Savanna,Natural,1999.5,2.3,IRGA,1430,26.91,2016.9,27.32,1615.33,2,149.300003,-0.41,401.57
2340,Kurganova,Temperate,Forest,Natural,1999,3,Gas chromotography,684,5.57,733.0333333,4.48,613.17,3.4,885.030029,1.09,119.8633333
2340,Kurganova,Temperate,Grassland,Natural,1999,3,Gas chromotography,906,5.57,733.0333333,4.48,613.17,3.4,885.030029,1.09,119.8633333
2340,Kurganova,Temperate,Forest,Natural,1999,3,Gas chromotography,660,5.57,733.0333333,4.48,613.17,3.4,885.030029,1.09,119.8633333
2340,Kurganova,Temperate,Grassland,Natural,1999,3,Gas chromotography,591,5.57,733.0333333,4.48,613.17,3.4,885.030029,1.09,119.8633333
2349,Lavigne,Temperate,Forest,Natural,1998,1,IRGA,730,1.97,1423.2,0.16,1460,4.8,516.030029,1.81,-36.8
2349,Lavigne,Temperate,Forest,Natural,1999,1,IRGA,720,1.72,1483.1,0.16,1460,4.8,516.030029,1.56,23.1
2349,Lavigne,Temperate,Forest,Natural,2000,1,IRGA,550,0.41,1157.3,0.16,1460,4.8,516.030029,0.25,-302.7
2349,Lavigne,Temperate,Forest,Natural,1998,1,IRGA,1230,3.48,1080,2.04,1111.42,4,516.030029,1.44,-31.42
2349,Lavigne,Temperate,Forest,Natural,1999,1,IRGA,1300,3.71,1021.5,2.04,1111.42,4,516.030029,1.67,-89.92
2349,Lavigne,Temperate,Forest,Natural,2000,1,IRGA,1030,2.2,975.4,2.04,1111.42,4,516.030029,0.16,-136.02
2349,Lavigne,Temperate,Forest,Natural,1998,1,IRGA,1540,5.62,1216,4.14,1078.02,4,551.849976,1.48,137.98
2349,Lavigne,Temperate,Forest,Natural,1999,1,IRGA,1680,6.43,1124.2,4.14,1078.02,4,551.849976,2.29,46.18
2349,Lavigne,Temperate,Forest,Natural,2000,1,IRGA,1350,4.72,1082.9,4.14,1078.02,4,551.849976,0.58,4.88
2479,Wan,Temperate,Grassland,Natural,2001.5,1,IRGA,1143,15.955,809.95,15.9,893.31,3.9,940.409973,0.055,-83.36
2560,Chimner,Tropical,Forest,Natural,2001.5,1,IRGA,812,26.54,2792.25,26.33,3372.07,1.1,23.690001,0.21,-579.82
2560,Chimner,Tropical,Forest,Natural,2001.5,1,IRGA,814,26.54,2792.25,26.33,3372.07,1.9,23.690001,0.21,-579.82
2560,Chimner,Tropical,Forest,Natural,2001.5,1,IRGA,961,24.58,4095.2,23.76,4048.84,1.8,33.200001,0.82,46.36
2560,Chimner,Tropical,Wetland,Natural,2001.5,1,IRGA,314,10.7,1132.4,10.76,1841.01,2,34.860001,-0.06,-708.61
2560,Chimner,Tropical,Wetland,Natural,2001.5,1,IRGA,685,10.7,1132.4,10.76,1841.01,2,25.530001,-0.06,-708.61
2563,Clark,Temperate,Forest,Managed,1998,1,Gas chromotography,1162,21.34,1222.2,20.18,1217.88,4,440.640015,1.16,4.32
2563,Clark,Temperate,Forest,Managed,1999,1,Gas chromotography,1115,20.47,911.6,20.18,1217.88,4,440.640015,0.29,-306.28
2563,Clark,Temperate,Forest,Managed,1999,1,Gas chromotography,952,20.47,911.6,20.18,1217.88,4,440.640015,0.29,-306.28
2563,Clark,Temperate,Forest,Managed,1996,1,Gas chromotography,1035,19.77,1308.7,20.18,1217.88,4,440.640015,-0.41,90.82
2601,Garcia-Montiel,Tropical,Forest,Natural,1993.5,1,Gas chromotography,1436,25.56,1427.7,25.45,1871.16,5,347.109985,0.11,-443.46
2601,Garcia-Montiel,Tropical,Forest,Natural,1993.5,1,Gas chromotography,1324,25.56,1427.7,25.45,1871.16,5,347.109985,0.11,-443.46
2601,Garcia-Montiel,Tropical,Forest,Natural,1993.5,1,Gas chromotography,1393,25.56,1427.7,25.45,1871.16,5,347.109985,0.11,-443.46
2601,Garcia-Montiel,Tropical,Forest,Natural,1995,7,Gas chromotography,1297,25.63571429,1640.214286,25.45,1871.16,5,347.109985,0.185714286,-230.9457143
2601,Garcia-Montiel,Tropical,Forest,Natural,1995,7,Gas chromotography,1362,25.63571429,1640.214286,25.45,1871.16,5,347.109985,0.185714286,-230.9457143
2601,Garcia-Montiel,Tropical,Forest,Natural,1993.5,1,Gas chromotography,1268,25.56,1427.7,25.45,1871.16,5,347.109985,0.11,-443.46
2601,Garcia-Montiel,Tropical,Forest,Natural,1993.5,1,Gas chromotography,1414,25.56,1427.7,25.45,1871.16,5,347.109985,0.11,-443.46
2630,Howard,Boreal,Forest,Unmanaged,1999,1,IRGA,440,2.01,457.5,0.17,444.5,4.2,381.380005,1.84,13
2630,Howard,Boreal,Forest,Unmanaged,1999,1,IRGA,240,2.01,457.5,0.17,444.5,4.2,381.380005,1.84,13
2630,Howard,Boreal,Forest,Unmanaged,1999,1,IRGA,330,2.01,457.5,0.17,444.5,4.2,381.380005,1.84,13
2630,Howard,Boreal,Forest,Unmanaged,1999,1,IRGA,570,2.01,457.5,0.17,444.5,4.2,381.380005,1.84,13
2630,Howard,Boreal,Forest,Natural,1999,1,IRGA,320,2.01,457.5,0.17,444.5,4.7,381.380005,1.84,13
2630,Howard,Boreal,Forest,Unmanaged,2000,1,IRGA,430,0.17,463,0.17,444.5,4.2,381.380005,0,18.5
2630,Howard,Boreal,Forest,Unmanaged,2000,1,IRGA,230,0.17,463,0.17,444.5,4.2,381.380005,0,18.5
2630,Howard,Boreal,Forest,Unmanaged,2000,1,IRGA,320,0.17,463,0.17,444.5,4.2,381.380005,0,18.5
2630,Howard,Boreal,Forest,Unmanaged,2000,1,IRGA,550,0.17,463,0.17,444.5,4.2,381.380005,0,18.5
2630,Howard,Boreal,Forest,Natural,2000,1,IRGA,320,0.17,463,0.17,444.5,4.7,381.380005,0,18.5
2637,Hunt,Temperate,Grassland,Unmanaged,1999,2,IRGA,984,10.4125,472.75,10.07,605.63,3,234.449997,0.3425,-132.88
2656,King,Temperate,Forest,Managed,1997,1,IRGA,1457,14.43,1040.3,14.19,1151.35,4.3,1312.290039,0.24,-111.05
2656,King,Temperate,Forest,Managed,1998,1,IRGA,1503,15.73,1261.9,14.19,1151.35,4.3,1312.290039,1.54,110.55
2656,King,Temperate,Forest,Managed,1999,1,IRGA,1591,15.11,1345.1,14.19,1151.35,4.3,1312.290039,0.92,193.75
2656,King,Temperate,Forest,Managed,2000,1,IRGA,2000,14.29,1026.3,14.19,1151.35,4.3,1312.290039,0.1,-125.05
2656,King,Temperate,Forest,Managed,2001,1,IRGA,2194,14.97,890.3,14.19,1151.35,4.3,1312.290039,0.78,-261.05
2656,King,Temperate,Forest,Managed,1997,1,IRGA,600,14.61,1342.6,14.56,1283.2,3.8,1388.01001,0.05,59.4
2656,King,Temperate,Forest,Managed,1998,1,IRGA,784,16.24,1419.5,14.56,1283.2,3.8,1388.01001,1.68,136.3
2656,King,Temperate,Forest,Managed,1999,1,IRGA,898,15.53,1313,14.56,1283.2,3.8,1388.01001,0.97,29.8
2656,King,Temperate,Forest,Managed,2000,1,IRGA,996,14.85,1264,14.56,1283.2,3.8,1388.01001,0.29,-19.2
2656,King,Temperate,Forest,Managed,2001,1,IRGA,698,15.16,1128.4,14.56,1283.2,3.8,1388.01001,0.6,-154.8
2656,King,Temperate,Forest,Unmanaged,1998,1,IRGA,707,6.51,775.6,4.11,865.25,4.5,1679.310059,2.4,-89.65
2656,King,Temperate,Forest,Unmanaged,1999,1,IRGA,997,4.77,719.5,4.11,865.25,4.5,1679.310059,0.66,-145.75
2656,King,Temperate,Forest,Unmanaged,2000,1,IRGA,710,4.04,564.3,4.11,865.25,4.5,1679.310059,-0.07,-300.95
2656,King,Temperate,Forest,Unmanaged,2001,1,IRGA,1033,5.13,857.1,4.11,865.25,4.5,1679.310059,1.02,-8.15
2656,King,Temperate,Forest,Unmanaged,1998,1,IRGA,657,6.51,775.6,4.11,865.25,4.5,1679.310059,2.4,-89.65
2656,King,Temperate,Forest,Unmanaged,1999,1,IRGA,860,4.77,719.5,4.11,865.25,4.5,1679.310059,0.66,-145.75
2656,King,Temperate,Forest,Unmanaged,2000,1,IRGA,606,4.04,564.3,4.11,865.25,4.5,1679.310059,-0.07,-300.95
2656,King,Temperate,Forest,Unmanaged,2001,1,IRGA,924,5.13,857.1,4.11,865.25,4.5,1679.310059,1.02,-8.15
2656,King,Temperate,Forest,Unmanaged,2000,1,IRGA,808,16.72,749.8,15.19,803.06,2.5,581.099976,1.53,-53.26
2656,King,Temperate,Forest,Unmanaged,2001,1,IRGA,724,16.45,540,15.19,803.06,2.5,581.099976,1.26,-263.06
2656,King,Temperate,Forest,Unmanaged,2000,1,IRGA,747,16.72,749.8,15.19,803.06,2.5,581.099976,1.53,-53.26
2656,King,Temperate,Forest,Unmanaged,2001,1,IRGA,751,16.45,540,15.19,803.06,2.5,581.099976,1.26,-263.06
2656,King,Temperate,Forest,Unmanaged,2000,1,IRGA,707,16.72,749.8,15.19,803.06,2.5,581.099976,1.53,-53.26
2656,King,Temperate,Forest,Unmanaged,2001,1,IRGA,753,16.45,540,15.19,803.06,2.5,581.099976,1.26,-263.06
2656,King,Temperate,Forest,Managed,1997,1,IRGA,598,14.61,1342.6,14.56,1283.2,3.8,1388.01001,0.05,59.4
2680,Liang,Temperate,Forest,Managed,2001,1,IRGA,665,5.74,1179.5,6.45,1048.58,4.4,516.179993,-0.71,130.92
2680,Liang,Temperate,Forest,Managed,2001,1,IRGA,1153,5.74,1179.5,6.45,1048.58,4.4,516.179993,-0.71,130.92
2680,Liang,Temperate,Forest,Managed,2001,1,IRGA,720,5.74,1179.5,6.45,1048.58,4.4,516.179993,-0.71,130.92
2680,Liang,Temperate,Forest,Managed,2001,1,Gradient,902,5.74,1179.5,6.45,1048.58,4.4,516.179993,-0.71,130.92
2694,Maier,Temperate,Forest,Managed,1996,1,,811,16.3,1315.7,16.37,1186.9,4,720.690002,-0.07,128.8
2701,McCulley,Subtropical,Grassland,Natural,1996,1,IRGA,611,22.43,375.6,21.81,694.28,2.3,492.339996,0.62,-318.68
2701,McCulley,Subtropical,Forest,Unmanaged,1996,1,IRGA,683,22.43,375.6,21.81,694.28,2.3,492.339996,0.62,-318.68
2701,McCulley,Subtropical,Forest,Unmanaged,1996,1,IRGA,780,22.43,375.6,21.81,694.28,2.3,492.339996,0.62,-318.68
2701,McCulley,Subtropical,Forest,Unmanaged,1996,1,IRGA,771,22.43,375.6,21.81,694.28,2.3,492.339996,0.62,-318.68
2771,Smith,Temperate,Grassland,Natural,1999.5,1.5,IRGA,858,13.585,763.5,12.96,857.46,3.9,1113.040039,0.625,-93.96
2771,Smith,Temperate,Forest,Natural,1999.5,1.5,IRGA,534,13.585,763.5,12.96,857.46,3.9,1113.040039,0.625,-93.96
3254,Bernhardt,Temperate,Forest,Managed,1998,1,IRGA,1670,15.72,1216.8,14.33,1083.91,4.2,1312.290039,1.39,132.89
3254,Bernhardt,Temperate,Forest,Managed,1999,1,IRGA,1650,15.13,1187.4,14.33,1083.91,4.2,1312.290039,0.8,103.49
3254,Bernhardt,Temperate,Forest,Managed,2000,1,IRGA,1590,14.21,973.6,14.33,1083.91,4.2,1312.290039,-0.12,-110.31
3254,Bernhardt,Temperate,Forest,Managed,2001,1,IRGA,1530,14.67,781.2,14.33,1083.91,4.2,1312.290039,0.34,-302.71
3254,Bernhardt,Temperate,Forest,Managed,2002,1,IRGA,1470,15,1065.9,14.33,1083.91,4.2,1312.290039,0.67,-18.01
3254,Bernhardt,Temperate,Forest,Managed,2003,1,IRGA,1390,14.03,1539.1,14.33,1083.91,4.2,1312.290039,-0.3,455.19
3263,Borken,Temperate,Forest,Natural,2002,2.5,IRGA,1148,7.34,972.05,7.7,1083.22,4.1,756.47998,-0.36,-111.17
3284,Cleveland,Tropical,Forest,Natural,2004,1,IRGA,1880,28.61,5574.4,28.16,5215.48,5.9,184.169998,0.45,358.92
3301,Davidson,Temperate,Forest,Natural,1997,1,IRGA,610,5.33,746.8,5.51,1034.19,4,768.460022,-0.18,-287.39
3301,Davidson,Temperate,Forest,Natural,1998,1,IRGA,760,6.88,952.8,5.51,1034.19,4,768.460022,1.37,-81.39
3301,Davidson,Temperate,Forest,Natural,1999,1,IRGA,750,7.44,1091.5,5.51,1034.19,4,768.460022,1.93,57.31
3301,Davidson,Temperate,Forest,Natural,2000,1,IRGA,730,5.48,911,5.51,1034.19,4,768.460022,-0.03,-123.19
3301,Davidson,Temperate,Forest,Natural,2000,1,IRGA,730,5.48,911,5.51,1034.19,4,768.460022,-0.03,-123.19
3301,Davidson,Temperate,Forest,Natural,2000,1,IRGA,750,5.48,911,5.51,1034.19,4,768.460022,-0.03,-123.19
3301,Davidson,Temperate,Forest,Natural,2000,1,IRGA,810,5.48,911,5.51,1034.19,4,768.460022,-0.03,-123.19
3302,Davidson,Temperate,Forest,Natural,1996,1,IRGA,864,6.78,1328.2,7.7,1083.22,4.1,756.47998,-0.92,244.98
3302,Davidson,Temperate,Forest,Natural,1997,1,IRGA,617,6.58,927.8,7.7,1083.22,4.1,756.47998,-1.12,-155.42
3302,Davidson,Temperate,Forest,Natural,1998,1,IRGA,1005,8.28,942.2,7.7,1083.22,4.1,756.47998,0.58,-141.02
3302,Davidson,Temperate,Forest,Natural,1999,1,IRGA,452,8.05,1001.3,7.7,1083.22,4.1,756.47998,0.35,-81.92
3302,Davidson,Temperate,Forest,Natural,2000,1,IRGA,881,6.77,1146.4,7.7,1083.22,4.1,756.47998,-0.93,63.18
3302,Davidson,Temperate,Forest,Natural,2001,1,IRGA,713,7.58,700.2,7.7,1083.22,4.1,756.47998,-0.12,-383.02
3302,Davidson,Temperate,Forest,Natural,2002,1,IRGA,844,7.62,988.8,7.7,1083.22,4.1,756.47998,-0.08,-94.42
3302,Davidson,Temperate,Forest,Natural,2003,1,IRGA,851,6.54,1210.4,7.7,1083.22,4.1,756.47998,-1.16,127.18
3323,Epron,Tropical,Forest,Managed,2001,1,IRGA,1570,25.76,920.4,25.32,1270.76,2,212.25,0.44,-350.36
3328,Fernandez,Temperate,Grassland,Natural,2002.5,2,IRGA,151,9.1,227.55,6.98,279.06,0.8,193.789993,2.12,-51.51
3333,Frank,Temperate,Grassland,Natural,2002,2,IRGA,1000,6.4975,368.4,5.38,416.04,3.7,699.130005,1.1175,-47.64
3343,Gaumont-Guay,Boreal,Forest,Natural,2001,1,IRGA,914,2.16,551.2,-0.43,443.91,5,381.380005,2.59,107.29
3344,Gaumont-Guay,Boreal,Forest,Natural,2002,1,IRGA,745,0.02,333.9,-0.43,443.91,5,381.380005,0.45,-110.01
3344,Gaumont-Guay,Boreal,Forest,Natural,2003,1,IRGA,827,0.68,487.2,-0.43,443.91,5,381.380005,1.11,43.29
3386,Humphreys,Temperate,Forest,Managed,2002,1,IRGA,1741,4.88,1174,4.03,1475.68,5.6,368.100006,0.85,-301.68
3386,Humphreys,Temperate,Forest,Managed,2002,1,IRGA,2649,8.55,1422.6,9.2,2027.42,5.5,368.100006,-0.65,-604.82
3386,Humphreys,Temperate,Forest,Managed,2002,1,IRGA,1135,4.88,1174,4.03,1475.68,5.6,368.100006,0.85,-301.68
4252,Chang,Subtropical,Forest,Natural,2006,1,IRGA,176,17.38,2512.4,15.94,2002.11,4.5,727.580017,1.44,510.29
4388,Kominami,Temperate,Forest,Natural,2002.5,1,IRGA,581,14.91,1326.95,14.43,1399.27,4,717.609985,0.48,-72.32
4391,Kosugi,Tropical,Forest,Natural,2003,1,IRGA,1588,27.7,1927.6,26.83,1814.04,5.1,815.02002,0.87,113.56
4391,Kosugi,Tropical,Forest,Natural,2004,1,IRGA,1565,27.63,1703,26.83,1814.04,5.1,815.02002,0.8,-111.04
4391,Kosugi,Tropical,Forest,Natural,2005,1,IRGA,1526,27.82,1675.4,26.83,1814.04,5.1,815.02002,0.99,-138.64
4467,Myklebust,Temperate,Grassland,Natural,2005,1,IRGA,406,7.42,357.3,7.71,247.51,1.9,187.419998,-0.29,109.79
4477,Ohashi,Tropical,Forest,Natural,2002.5,1.5,IRGA,1986,27.35,2677.95,26.74,2792.49,4.8,134.770004,0.61,-114.54
4587,Tang,Temperate,Forest,Natural,2002,1,IRGA,742,3.79,893.9,3.72,812.66,4.3,1679.310059,0.07,81.24
4587,Tang,Temperate,Forest,Natural,2002,1,IRGA,629,3.79,893.9,3.72,812.66,4.3,1679.310059,0.07,81.24
4587,Tang,Temperate,Forest,Natural,2003,1,IRGA,707,2.98,631.7,3.72,812.66,4.3,1679.310059,-0.74,-180.96
4587,Tang,Temperate,Forest,Natural,2003,1,IRGA,600,2.98,631.7,3.72,812.66,4.3,1679.310059,-0.74,-180.96
4630,Wang,Subtropical,Forest,Managed,2005.5,2,IRGA,602,17,790.45,16.33,944.68,4,2787.469971,0.67,-154.23
4630,Wang,Subtropical,Grassland,Managed,2005.5,2,IRGA,480,17,790.45,16.33,944.68,4,2787.469971,0.67,-154.23
3927,Lalonde,Temperate,Forest,Natural,2004.5,1.3,IRGA,1200,5.635,1455.95,4.03,1475.68,5.6,368.100006,1.605,-19.73
886,Peterjohn,Temperate,Forest,Natural,1991,1,Gas chromotography,712,7.98,1131.9,7.7,1083.22,4.1,756.47998,0.28,48.68
1364,Morris,Temperate,Wetland,Managed,1990,1,Gas chromotography,432,8.63,879.2,7.25,790.64,3.9,1814.26001,1.38,88.56
1437,Epron,Temperate,Forest,Unmanaged,1996.5,1,IRGA,620,8.46,825.95,8.45,838.76,3.4,1862.900024,0.01,-12.81
1539,Wang,Temperate,Grassland,Natural,1994.5,1,IRGA,1560,15.26,558.5,14.89,469.02,1.7,538.330017,0.37,89.48
1539,Wang,Temperate,Forest,Managed,1994.5,1,IRGA,1400,15.26,558.5,14.89,469.02,1.7,538.330017,0.37,89.48
1585,Dilly,Temperate,Forest,Natural,1992,1,IRGA,1570,9.62,688.4,8.17,736.01,3.7,2100.72998,1.45,-47.61
1585,Dilly,Temperate,Forest,Natural,1992,1,IRGA,634,9.62,688.4,8.17,736.01,3.7,2100.72998,1.45,-47.61
4532,San José,Tropical,Savanna,Managed,1999.5,1,None,1968,26.1,1134.45,26.15,1027.46,3,263.73999,-0.05,106.99
4532,San José,Tropical,Savanna,Natural,2000.5,1,None,1741,26.125,902.8,26.15,1027.46,3,263.73999,-0.025,-124.66
